province,district_name,emis_number,centre_number,centre_name,quantile,_2021_progressed(%),_2021_total_wrote,_2021_total_archived,_2021_achived,_2022_progressed,_2022_total_wrote,_2022_total_archived,_2022_achived,_2023_progressed,_2023_total_wrote,_2023total_archeive,_2023_achieved(%)
                911360924   7061402   Ripambeta High                   2          12            162              90              55,6           25            145             120               82,8           0            148             107               72,3
                929311342   7062501   Robert Mbulungeni Secondary      3          26             55              28              50,9           11             49              26               53,1           5             21              20               95,2
                930351241   7063207   Sam Mavhina Secondary            2           5             69              46              66,7            0             79              59               74,7          11             43              33               76,7



                993301202   7061202   Sdw Nxumalo High                   2            8            60              49               81,7           5             82              68               82,9            9            91               83               91,2
                930320278   7063103   Shayandima Secondary                3          24            198             108              54,5           44            233             131              56,2            3            130              99               76,2
                911361477   7061505   Shigamani High                      2          23             48              28              58,3            2             46              39              84,8           10             52              36               69,2
                911360931   7061405   Shikundu High                       2          14            127             110              86,6           47            207             104              50,2           15            144             108               75,0
                911360818   7061103   Shingwedzi Secondary                3          23            223             119              53,4           16            216             139              64,4           16            183             156               85,2
                911360825   7061106   Shirilele Secondary                 2          13            164              67              40,9           21            251             108              43,0            6            137              91               66,4
                911361408   7061207   Shitlhangoma Secondary              2          17             35              11              31,4            0             22              10              45,5            2             24              15               62,5
                930351326   7063503   Silemale Secondary                  2          17             64              44              68,8            8            100              71              71,0           19             58              26               44,8
                929311045   7062591   St Augustine Residential           99           0             74              73              98,6            0             87              82              94,3            0             71              69               97,2
                930310707   7062406   Sumbana Secondary                   1          21             70              48              68,6           13             48              26              54,2            6             32              27               84,4
                930320261   7063104   Thambatshira Secondary              2          10             52              36              69,2            5             57              34              59,6           10             27              25               92,6
                911361862   7061303   Thambisa Secondary                  2           9            152              93              61,2            0            104              72              69,2           15             96              89               92,7
                930351258   7063204   Thase Secondary                     1          20             57              42              73,7            5             70              60              85,7            5             52              50               96,2
                930310950   7062106   Thathe Secondary                    2           1             24               9              37,5            4             23              21              91,3            2             13              10               76,9
                929311434   7062503   Thengwe Secondary                   3          49            513             428              83,4            1            520             458              88,1           12            551             489               88,7
                930351333   7063507   Thinashaka Secondary                2          26            114              67              58,8           12            122              67              54,9            2             75              58               77,3
                930351272   7063205   Thivhilaeli Secondary               2          14             74              52              70,3            1            122              87              71,3           16             92              63               68,5
                930350064   7063303   Thohoyandou Secondary               4           7            297             284              95,6            9            300             270              90,0           13            268             246               91,8
VHEMBE EAST




                930350057   7063302   Thohoyandou Technical High          4          55            193             148              76,7           29            208             164              78,8           10            216             172               79,6
                930350019   7063308   Thusalushaka Secondary              2           8             32              14              43,8            7             31              16              51,6           12             57              32               56,1
                929311427   7062502   Todani Secondary                    2          30            208             152              73,1           20            172             121              70,3            5             58              54               93,1
                929311007   7062108   Tombolagole Secondary               1          14             27              13              48,1           12             39              29              74,4            3             15              13               86,7
                930361101   7062604   Tondalushaka Secondary              2           8            107              42              39,3           17            132              74              56,1            4             77              73               94,8
                930351524   7063605   Tshadama Secondary                  2          17             82              67              81,7            5            137             96               70,1            8            48              45               93,8
                930351340   7063502   Tshidimbini Secondary               2           8            66               39              59,1            8             43             28               65,1           18             50              41              82,0
                930350040   7063391   Tshikevha Christian Secondary      99           0            50               47              94,0            2             61             56               91,8            0             57              56              98,2
                929310394   7062206   Tshikundamalema Secondary           2           7            97               79              81,4           12            146             109              74,7           38             77              53              68,8
                930351265   7063202   Tshilala Secondary                  2          29            70               54              77,1           16             51             43               84,3            0             45              40              88,9
                930321196   7061607   Tshimbupfe Secondary                2          18            65               49              75,4            5             59             49               83,1            3             45              45              100,0
                930321264   7061602   Tshipakoni Secondary                2          22            85               67              78,8           36             82             67               81,7           33             63             49               77,8
                930351531   7063604   Tshivhase Secondary                 2           5            468             452              96,6           36            574             508              88,5            0            356             334              93,8
                930350026   7063305   Tshivhidzo Masiagwala Secondary     3          21            61               41              67,2            3             62             43               69,4            1             42              36              85,7
                929311410   7062505   Tshiwangamatembele Secondary        2           4            43               30              69,8            3             58             43               74,1            2             31              27              87,1
                929311441   7062507   Vele Secondary                      2          10            58               42              72,4           10             50             38               76,0            0             46              45              97,8
                930310981   7062105   Vhutavhatsindi Secondary            2           1            61               37              60,7           15             69             44               63,8            4             40              32              80,0
                993301105   7061310   Vuswayi High School                 1          12            81               62              76,5            6            108             86               79,6            6             87              78              89,7
                930361001   7062609   Vuvumutshena Secondary School       1          24            65               47              72,3           24             94             68               72,3            5             87              74              85,1
                930351456   7063404   William Themeli Secondary           2          18            57               44              77,2            4             58             53               91,4           23             61              53              86,9
                905361620   7061502   Ximunwana                           1          14            252             191              75,8           22            293             179              61,1           15            244             175              71,7
                930352075   7063607   Zwithuzwavhudi Secondary            2           8            55               33              60,0            0             50             32               64,0           10             29              15              51,7
                912520016   7052306   Akani High                         3           30            87              40               46,0           0             97              42               43,3            6            35               25               71,4
                993304101   7051291   Amaria Combined School             99           0            36               34              94,4            0             40              34              85,0            0             24              19               79,2
                930320742   7053202   Andries Mugaguli Secondary          1          13             37              20              54,1            0             35              22              62,9            4             31              24               77,4
                                      Benny’s Sports Dev & Academy
                993304506 7051591                                        99            4             18              13             72,2             0             17              15             88,2             0             26              15             57,7
                                      Combined
VHEMBE WEST




                993304103   7051293   Comprehensive Trinity Academy      99           0             23              23              100,0           2             28              27               96,4           0             26              25              96,2
                931340982   7052406   David Luvhimba Secondary            2          47             92              24               26,1          30            108              50               46,3          12             54              33              61,1
                931340999   7052403   Denga Secondary                     3           4             38              14               36,8           0             38              28               73,7           3             36              28              77,8
                928330893   7051202   Dimbanyika Secondary                3          12             61              40               65,6           6             71              48               67,6          24             88              57              64,8
                928330466   7051101   Dzata Secondary                     3           0            289             237               82,0          0             324             279              86,1           1             280             260              92,9
                912331377   7051705   Elim High                           3          31            228             179               78,5          17            230             191              83,0           9             190             155              81,6
                905332486   7051691   Emmanuel Christian                 99           0             41              41              100,0           0             32              32              100,0           0             42              42              100,0
                912520153   7052301   Frank Mahatlani Secondary           2           0             30              25               83,3           0             34              24               70,6           3             39              35               89,7
                928330985   7051301   Frank Ravele Secondary              3           7             31              14               45,2           9             54              23               42,6           6             17              12               70,6



                928330879   7051307   George Mbulaheni Secondary          3           17            133             86               64,7           63            182             88               48,4           34            87              60               69,0
                918521095   7052103   George Mswazi High                  3            5             32             26               81,3            0             40             30               75,0            1            34              28               82,4
                928332431   7051292   Gondolikhethwa Primary              99           0             42             37               88,1            0             53             47               88,7            0            38              32               84,2
                930320728   7053103   Gwamasenga Secondary                 3          20            139             80               57,6            2             90             57               63,3            1            91              71               78,0
                912510061   7052105   Hanyani Nkuzana High                 3          16            139             102              73,4           12            163             123              75,5           10             96             81               84,4
                912520078   7052102   Hluvuka High                         3           6            345             259              75,1           13            433             293              67,7            8            338             271              80,2
                902331735   7051406   Hoerskool Eric Louw High School      5          39             85              76              89,4            7             76              70              92,1            1             69              65              94,2
                912332530   7051701   Hs Phillips Secondary                3           8             35              26              74,3           13             38              21              55,3            0             31              23              74,2
                928330954   7051206   Humbelani Secondary                  3           6             81              69              85,2            4             59              46              78,0            0             60              55              91,7
                930330398   7051107   Jack Lavhengwa Secondary             3           6             67              27              40,3            0             59              24              40,7           11             50              25              50,0
                912521532   7052108   Jaji Secondary                       2          18             43              28              65,1            9             58              42              72,4            3             49              40              81,6
                928331438   7051210   Johannes Mulambilu Secondary         3           8             58              42              72,4            0             34              25              73,5            0             62              46              74,2
                928330909   7051306   Jonathan Mushaathama Secondary       3          37            138              79              57,2            7             90              60              66,7            7            107              86              80,4
                928331407   7051607   Jonathan Thifulufhelwi Secondary     3          48            143              98              68,5            7            109              69              63,3           15            155             109              70,3
                929330435   7051113   Khakhu Secondary                     3           6             50              38              76,0            6             69              50              72,5            0             54              54              100,0
                912520115   7052106   Khomanani High                       2           7            111              91              82,0            2            118             109              92,4            9            166             146               88,0
                930321608   7053305   Khwara Secondary                     1           2             61              55              90,2            1             62              60              96,8            8             63              63              100,0
                930321141   7053201   Kolokoshani Combined                 2           8            164             139              84,8           13            147             126              85,7            7            140             114               81,4
                928332301   7051508   Kutama Secondary                     3           0            132              80              60,6            0            196             127              64,8            0            113              97               85,8
                912111542   7051706   Lemana High                          3          17            121              63              52,1            7            130              89              68,5            0             73              60               82,2
                931521392   7052204   Lishavhana Secondary                 2          15             77              42              54,5            0             74              49              66,2            9             65              46               70,8
                928332509   7051606   Litshovhu Secondary                  3          33            231             141              61,0           33            174             135              77,6           22            185             146               78,9
                905331483   7051601   Louis Trichardt Secondary            5           9            140             125              89,3            0            136             129              94,9            0            137             126               92,0
                905332864   7051692   Ltt Murunwa Private School          99           0             90              70              77,8            0             63              55              87,3            0             51              45               88,2
                928330961   7051303   Luatame Secondary                    2          23            106              31              29,2            7             51              31              60,8           17             29              23               79,3
VHEMBE WEST




                931521046   7052210   Lumuka Secondary                     1           5             37              26              70,3            0             54              30              55,6            5             59              46               78,0
                930320704   7053204   Luvhaivhai Secondary                 3          16             48              25              52,1           18             56              33              58,9            5             29              21               72,4
                928332318   7051511   Luvhivhini Secondary                 2          12            105              86              81,9            0             96              86              89,6            2             91              84               92,3
                930320735   7053203   Lwamondo High                        2           0            297             254              85,5            0            243             217              89,3           19            289             242               83,7
                928331988   7051512   Madaheni Combined School             3           5             34              26              76,5           14             51              36              70,6            8             35              26               74,3
                928332578   7051501   Magoni Secondary                     2           7             13               6              46,2            0             21              13              61,9            4             23              16               69,6
                912520160   7052307   Mahlori High                         2           2             31              13              41,9            0             17              11              64,7            7             20              17               85,0
                993304304   7051791   Mahonisi Learning Centre            99           6             39              37              94,9            0             28              27              96,4            0             59              56               94,9
                931341008   7052208   Mainganya Secondary                  2          11             66              41              62,1            5             68              46              67,6            3             40              32               80,0
                930320315   7053206   Makakavhale Secondary                2          32            132              83              62,9           11            105              74              70,5           17            127              96               75,6
                993304301   7051602   Makhado Comprehensive                4          15            165             119              72,1            0            194             140              72,2            8            157             111               70,7
                930321639   7053303   Malinga Wilson Secondary             2          15             93              51              54,8            7             89              77              86,5           11             75              72               96,0
                912521224   7052304   Malovhana Secondary                  2           0             11               8              72,7            0             21              21              100,0           0             16              14               87,5
                928331513   7051605   Maluta Secondary                     3           8             64              53              82,8            0             48              42               87,5          10             47              33               70,2
                928331759   7051309   Mamvuka Secondary                    2           9             98              59              60,2           12             97              55               56,7          11             42              37               88,1
                928332264   7051504   Maneledzi Secondary                  3           0            109              84              77,1            0            149             122               81,9           0            118              96               81,4
                912520184   7052104   Marholeni High                       2          45            153              75              49,0            0            177             111               62,7          13            122             101               82,8
                912520191   7052305   Marhorhwani-Malali High              3          10             87              37              42,5            0            108              80               74,1          29             82              59               72,0
                912520207   7052201   Marimane High                        2          27            119              69              58,0           15            152             111               73,0          10             96              69               71,9
                928331742   7051403   Masereni Secondary                   2           2             19              13              68,4            0             43              23               53,5           0             19              15               78,9
                912520241   7052203   Masiza High                          3          43            169             118              69,8           36            169             134               79,3          16             84              69               82,1
                930320698   7053104   Maswie Secondary                     2           1             64              45              70,3            0             57              45               78,9          14             66              56               84,8
                928331469   7051209   Mathede Secondary                    2           5             33              17              51,5            0             42              28               66,7           0             32              28               87,5
                                      Michael Denga Ramabulana
                905332842 7051708                                          2            0           161               90             55,9           27            193             133              68,9             0             86              79             91,9
                                      Secondary
                930330480   7051112   Miriyavhavha Tec Secondary           2            9           145               94             64,8             9           104               60             57,7           14              58              47             81,0
                928332288   7051510   Mmilige Secondary                    2            0            82               48             58,5             0            34               27             79,4            0              35              27             77,1
                902331711   7051405   Mopane Intermediate                  2            0            64               58             90,6             0            85               79             92,9            0              67              65             97,0
                928330350   7051102   Mphephu High                         2            8            89               69             77,5             6           117               74             63,2           25              86              57             66,3



                912520238   7052107   Msengi Senior Secondary          2           20            185             121              65,4           0             173             70               40,5            8            97              77               79,4
                928331674   7051404   Mudimeli Secondary               2            6             79              44              55,7           8              63             52               82,5           15            45              36               80,0
                930321547   7053308   Mudinane Secondary               2           14             74              57              77,0           10             85             76               89,4            7            62              57               91,9
                928330855   7051308   Mulenga Secondary                2            3             96              71              74,0            0            110             90               81,8           13            51              45               88,2
                931341138   7052405   Mulima Secondary                 2           15             56              30              53,6           26             74             38               51,4            6            59              50               84,7
                928330442   7051103   Mushaathoni Secondary            2            5             73              47              64,4            0             68             46               67,6            6             67              33              49,3
                902331698   7051408   Musina Secondary                 3            5            234             122              52,1            0            194             111              57,2           10            120             100              83,3
                931331155   7051703   Muthuhadini Combined             2            8            171             100              58,5            5            146             92               63,0            0            104             70               67,3
                931341121   7052404   Namadzavho Secondary             2            3             27               9              33,3            1             33             24               72,7            0             17              16              94,1
                931520245   7052209   Ndalamo Secondary                2            2             21              13              61,9            1             32             21               65,6            1             25              17              68,0
                928330374   7051111   Nkoneni Secondary                2            5             19              12              63,2            0             17             16               94,1            5             20              16              80,0
                930320759   7053105   Nndamuleleni Secondary           2           16            114              88              77,2            2            133             111              83,5            4            114              92              80,7
                928330473   7051109   Nnditsheni Secondary             1            4             28              14              50,0            0             23             15               65,2            0             29              22               75,9
                930330343   7051110   Nndwelweni Secondary             2           12             55              25              45,5            0             58             24               41,4            6             17              17              100,0
                928330886   7051305   Nngweni Secondary                3           76            325             191              58,8            0            356             197              55,3           74            269             192               71,4
                912520269   7052309   Nwamalobye High                  3            0             72              45              62,5            0             62              52              83,9            9             59              45               76,3
                916321868   7053304   Nwaridi Secondary                2           17             53              40              75,5           25             87              46              52,9           14             60              45               75,0
                905321592   7053309   Ongedacht Secondary              2           20             43              21              48,8            2             47              32              68,1            3             18               9               50,0
                931331421   7051704   Ozias Davhana Secondary          3           40            132              90              68,2           13            159             117              73,6            0            122             100               82,0
                928330923   7051302   Patrick Ramaano Secondary        2           20            368             285              77,4           80            335             270              80,6           49            323             275               85,1
                930330336   7051106   Phiriphiri Secondary             2            9            138             110              79,7            3            149             103              69,1           13            161              99               61,5
                930321578   7053307   Radzambo Secondary               2            2             15              14              93,3            9             37              27              73,0            6             19              12               63,2
                931520276   7052205   Raluombe Secondary               2            9             33               6              18,2            0             49              11              22,4            2             25              11               44,0
                928331681   7051402   Ramabulana Secondary             2            0             46              17              37,0            0             31              29              93,5            1             27              26               96,3
                930330367   7051104   Ramashia Secondary                2          12             72              35              48,6            0             44              28               63,6           2             45              29               64,4
VHEMBE WEST




                930321554   7053306   Ramauba Secondary                 2          12             53              27              50,9            3             61              40               65,6           1             26              23               88,5
                993303202   7052407   Rasila Secondary                  2          21             54              27              50,0           24            100              59               59,0           9             67              52               77,6
                928331452   7051609   Ravhuhali Secondary               2           9             46              22              47,8            6             47              27               57,4           4             49              36               73,5
                993304402   7051407   Renaissance Secondary             2          20            183             130              71,0           14            154             117              76,0            1            113              72               63,7
                929332041   7051781   Rivoni School For The Blind      99           1              9               7              77,8            1             18              18              100,0           0              9               9              100,0
                905332516   7051709   Rivubye High                      2          14            119              87              73,1           30            111              96               86,5           0             64              55               85,9
                912520306   7052101   Russel Bungeni High               2          13            110              78              70,9           21            144              81               56,3          11            103              76               73,8
                912520313   7052202   Shinguwa High                     2          21            116              73              62,9            5            126             101               80,2          10             91              80               87,9
                928332257   7051502   Sinthumule Secondary              2           0            362             294              81,2            0            366             300               82,0          11            293             249               85,0
                928331490   7051604   Sinugani Secondary                2           0             56              27              48,2            6             47              29               61,7          12             55              28               50,9
                928331384   7051608   Solomon Maelula Secondary         2           9             66              35              53,0           12             73              57               78,1           5             66              56               84,8
                928332332   7051505   Swobani Secondary                 2           7             34              22              64,7            0             14              14              100,0           1             14               8               57,1
                928332592   7051507   Swongozwi Secondary               2           0             79              41               51,9           9            132              70               53,0           0             57              49               86,0
                993304203   7051392   Talifhani Combined School        99           0              9               9              100,0           0             12              12              100,0           0             22              22              100,0
                995502102   7052191   Theocentric Christian College    99                                                                         0             13               5               38,5           0             15               7               46,7
                931341015   7052402   Thwalima Secondary                2          17             78              32              41,0            0            102              58               56,9          13             72              45               62,5
                912521565   7052308   Tiyani Secondary                  2           0            164              96              58,5            0            232             140               60,3           0            189             142               75,1
                928330381   7051201   Tshala Secondary School           2          19             45              14              31,1            7             29              18               62,1           5             21              17               81,0
                928330978   7051203   Tshamakwatini Secondary           2           0             50              37              74,0           15            136              86               63,2          32             42              27               64,3
                928331650   7051401   Tshianane Secondary               2           3             50              33              66,0            0             72              42               58,3          15             49              38               77,6
                931331506   7051707   Tshiawelo Secondary               3           0            128              69              53,9            4            126              97               77,0           0             82              72               87,8
                930320711   7053102   Tshiemuemu Secondary              2           9             94              77              81,9            3            109              89               81,7          20            102              83               81,4
                928330459   7051105   Tshifhena Secondary               2          10             68              41              60,3           69             87              51               58,6           0             29              23               79,3
                931520337   7052206   Tshiitwa Secondary                2           6            161             123              76,4           25            187             110               58,8          12            197             156               79,2
                921520344   7052207   Tshikhuthula Secondary            2          15            152             79               52,0           33            209             118               56,5           8            163             119               73,0
                993304300   7051603   Tshikota Secondary School         3           3            129             80               62,0            0            132             101               76,5           7            143             103               72,0
                930320308   7053207   Tshilavhutume Secondary           2           7             36             24               66,7            6             51              44               86,3           2             29              26               89,7
                928330404   7051207   Tshilogoni Secondary              2           6             69             61               88,4           11             90              78               86,7          18             76              65               85,5
                931520320   7052303   Tshinange Secondary               2           0            116              93              80,2            0            124              94               75,8           0             94              75               79,8



                930321530   7053310   Tshinavhe Secondary                  2            9             62              44              71,0           11             65              51               78,5          12             85              62              72,9
                930320766   7053106   Tshipetane Secondary                 2           18             80              43              53,8           24             76              48               63,2          12             48              43              89,6
                928332349   7051506   Tshirululuni Secondary               2            0             16               4              25,0            2             25              10               40,0           0             13              12              92,3
                928332295   7051509   Tshiungulela Secondary               2           16            104              56               53,8          10             74              42               56,8           0             51              28              54,9
                928330947   7051204   Tswime Secondary                     2            1             30              19               63,3           9             40              27               67,5          32             43              15              34,9
VHEMBE WEST




                928330862   7051205   Velelambeu Secondary School          2            0             39              30               76,9           6             40              28               70,0           3             42              34              81,0
                930321561   7053302   Vhafamadi Secondary                  2           54            181             155               85,6          33            162             142               87,7          36            193             173              89,6
                931341022   7052401   Vhaluvhu Secondary                   2           49             85              45               52,9           0             95              49               51,6           0            101              44              43,6
